"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"9:37:33.4562097 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\WindowsCodecs.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4562275 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\WindowsCodecs.dll","SUCCESS",""
"9:37:33.4563800 PM","WerFault.exe","22096","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"9:37:33.4563911 PM","WerFault.exe","22096","RegQueryKey","HKLM","SUCCESS","Query: Name"
"9:37:33.4564144 PM","WerFault.exe","22096","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\MiniDumpAuxiliaryDlls","SUCCESS","Desired Access: Read"
"9:37:33.4564364 PM","WerFault.exe","22096","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\MiniDumpAuxiliaryDlls","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"9:37:33.4564491 PM","WerFault.exe","22096","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\MiniDumpAuxiliaryDlls\C:\WINDOWS\SYSTEM32\WINSTA.dll","NAME NOT FOUND","Length: 144"
"9:37:33.4564635 PM","WerFault.exe","22096","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\MiniDumpAuxiliaryDlls","SUCCESS",""
"9:37:33.4566051 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4566309 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","CreationTime: 3/28/2025 7:08:36 AM, LastAccessTime: 7/14/2025 9:37:32 PM, LastWriteTime: 3/28/2025 7:08:36 AM, ChangeTime: 5/11/2025 1:58:51 PM, FileAttributes: A"
"9:37:33.4566392 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS",""
"9:37:33.4567041 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4567354 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\winsta.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4567446 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","AllocationSize: 315,392, EndOfFile: 314,640, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4567634 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\winsta.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4567930 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS",""
"9:37:33.4568673 PM","WerFault.exe","22096","CreateFile","C:\Windows\SystemResources\WINSTA.dll.mun","NAME NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"9:37:33.4569211 PM","WerFault.exe","22096","CreateFile","C:\Windows\SystemResources\WINSTA.dll.mun","NAME NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"9:37:33.4569760 PM","WerFault.exe","22096","CreateFile","C:\Windows\SystemResources\WINSTA.dll.mun","NAME NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"9:37:33.4570915 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4571128 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","CreationTime: 3/28/2025 7:08:36 AM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 3/28/2025 7:08:36 AM, ChangeTime: 5/11/2025 1:58:51 PM, FileAttributes: A"
"9:37:33.4571204 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS",""
"9:37:33.4571817 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4572119 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\winsta.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4572300 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\winsta.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4572547 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS",""
"9:37:33.4573844 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4574101 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","CreationTime: 3/28/2025 7:08:36 AM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 3/28/2025 7:08:36 AM, ChangeTime: 5/11/2025 1:58:51 PM, FileAttributes: A"
"9:37:33.4574177 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS",""
"9:37:33.4575231 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4575656 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\winsta.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4575887 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\winsta.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4576096 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS",""
"9:37:33.4576927 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4577969 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4578175 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","CreationTime: 3/28/2025 7:08:36 AM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 3/28/2025 7:08:36 AM, ChangeTime: 5/11/2025 1:58:51 PM, FileAttributes: A"
"9:37:33.4578253 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS",""
"9:37:33.4578512 PM","WerFault.exe","22096","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4578741 PM","WerFault.exe","22096","QueryDirectory","C:\WINDOWS","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: WINDOWS, 2: Windows"
"9:37:33.4578920 PM","WerFault.exe","22096","CloseFile","C:\","SUCCESS",""
"9:37:33.4579496 PM","WerFault.exe","22096","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4579808 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\SYSTEM32","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: SYSTEM32, 2: System32"
"9:37:33.4579992 PM","WerFault.exe","22096","CloseFile","C:\Windows","SUCCESS",""
"9:37:33.4580595 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4580828 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\SysWOW64\WINSTA.dll","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: WINSTA.dll, 2: winsta.dll"
"9:37:33.4580997 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64","SUCCESS",""
"9:37:33.4581274 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","AllocationSize: 315,392, EndOfFile: 314,640, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4581368 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\winsta.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4581457 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS","AllocationSize: 315,392, EndOfFile: 314,640, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4581596 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\winsta.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4581773 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\winsta.dll","SUCCESS",""
"9:37:33.4587812 PM","WerFault.exe","22096","QueryNameInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Name: \Windows\System32\wow64cpu.dll"
"9:37:33.4588054 PM","WerFault.exe","22096","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"9:37:33.4588136 PM","WerFault.exe","22096","RegQueryKey","HKLM","SUCCESS","Query: Name"
"9:37:33.4588300 PM","WerFault.exe","22096","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\MiniDumpAuxiliaryDlls","SUCCESS","Desired Access: Read"
"9:37:33.4588442 PM","WerFault.exe","22096","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\MiniDumpAuxiliaryDlls","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"9:37:33.4588538 PM","WerFault.exe","22096","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\MiniDumpAuxiliaryDlls\C:\Windows\System32\wow64cpu.dll","NAME NOT FOUND","Length: 144"
"9:37:33.4588649 PM","WerFault.exe","22096","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\MiniDumpAuxiliaryDlls","SUCCESS",""
"9:37:33.4589716 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\wow64cpu.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"9:37:33.4590734 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\wow64cpu.dll.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"9:37:33.4591963 PM","WerFault.exe","22096","CreateFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4592200 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","CreationTime: 1/14/2025 10:34:05 PM, LastAccessTime: 7/14/2025 9:37:32 PM, LastWriteTime: 1/14/2025 10:34:05 PM, ChangeTime: 5/11/2025 2:39:45 PM, FileAttributes: A"
"9:37:33.4592280 PM","WerFault.exe","22096","CloseFile","C:\Windows\System32\wow64cpu.dll","SUCCESS",""
"9:37:33.4593017 PM","WerFault.exe","22096","CreateFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4593355 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4593450 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","AllocationSize: 53,248, EndOfFile: 51,072, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4593603 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4593818 PM","WerFault.exe","22096","CloseFile","C:\Windows\System32\wow64cpu.dll","SUCCESS",""
"9:37:33.4595010 PM","WerFault.exe","22096","CreateFile","C:\Windows\SystemResources\wow64cpu.dll.mun","NAME NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"9:37:33.4595825 PM","WerFault.exe","22096","CreateFile","C:\Windows\SystemResources\wow64cpu.dll.mun","NAME NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"9:37:33.4596376 PM","WerFault.exe","22096","CreateFile","C:\Windows\SystemResources\wow64cpu.dll.mun","NAME NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"9:37:33.4597724 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\wow64cpu.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"9:37:33.4598689 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\wow64cpu.dll.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"9:37:33.4599662 PM","WerFault.exe","22096","CreateFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4599882 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","CreationTime: 1/14/2025 10:34:05 PM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 1/14/2025 10:34:05 PM, ChangeTime: 5/11/2025 2:39:45 PM, FileAttributes: A"
"9:37:33.4599962 PM","WerFault.exe","22096","CloseFile","C:\Windows\System32\wow64cpu.dll","SUCCESS",""
"9:37:33.4600651 PM","WerFault.exe","22096","CreateFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4600966 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4601130 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4601342 PM","WerFault.exe","22096","CloseFile","C:\Windows\System32\wow64cpu.dll","SUCCESS",""
"9:37:33.4602624 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\wow64cpu.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"9:37:33.4603635 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\wow64cpu.dll.DLL","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"9:37:33.4605261 PM","WerFault.exe","22096","CreateFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4605857 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","CreationTime: 1/14/2025 10:34:05 PM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 1/14/2025 10:34:05 PM, ChangeTime: 5/11/2025 2:39:45 PM, FileAttributes: A"
"9:37:33.4605994 PM","WerFault.exe","22096","CloseFile","C:\Windows\System32\wow64cpu.dll","SUCCESS",""
"9:37:33.4606883 PM","WerFault.exe","22096","CreateFile","C:\Windows\System32\wow64cpu.dll","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4607279 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4607447 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\System32\wow64cpu.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4607658 PM","WerFault.exe","22096","CloseFile","C:\Windows\System32\wow64cpu.dll","SUCCESS",""
"9:37:33.4608509 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\wow64cpu.dll","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a"
"9:37:33.4615963 PM","WerFault.exe","22096","CreateFile","C:\Program Files\Metin2 TR\metin2client.bin","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4617097 PM","WerFault.exe","22096","CreateFile","C:\Program Files\Metin2 TR\metin2client.bin","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4617245 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Program Files\Metin2 TR\metin2client.bin","SUCCESS","CreationTime: 7/14/2025 9:11:53 PM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 7/9/2025 10:23:55 PM, ChangeTime: 7/14/2025 9:14:39 PM, FileAttributes: A"
"9:37:33.4617328 PM","WerFault.exe","22096","CloseFile","C:\Program Files\Metin2 TR\metin2client.bin","SUCCESS",""
"9:37:33.4617571 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Program Files\Metin2 TR\metin2client.bin","SUCCESS","AllocationSize: 7,364,608, EndOfFile: 7,360,840, NumberOfLinks: 1, DeletePending: False, Directory: False"
"9:37:33.4617786 PM","WerFault.exe","22096","CreateFileMapping","C:\Program Files\Metin2 TR\metin2client.bin","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4617916 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Program Files\Metin2 TR\metin2client.bin","SUCCESS","AllocationSize: 7,364,608, EndOfFile: 7,360,840, NumberOfLinks: 1, DeletePending: False, Directory: False"
"9:37:33.4618069 PM","WerFault.exe","22096","CreateFileMapping","C:\Program Files\Metin2 TR\metin2client.bin","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4618274 PM","WerFault.exe","22096","CloseFile","C:\Program Files\Metin2 TR\metin2client.bin","SUCCESS",""
"9:37:33.4622826 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4623963 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4624249 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","CreationTime: 4/27/2025 6:31:23 AM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 4/27/2025 6:31:23 AM, ChangeTime: 5/11/2025 2:39:42 PM, FileAttributes: A"
"9:37:33.4624359 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS",""
"9:37:33.4624799 PM","WerFault.exe","22096","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4625248 PM","WerFault.exe","22096","QueryDirectory","C:\Windows","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Windows, 2: Windows"
"9:37:33.4625527 PM","WerFault.exe","22096","CloseFile","C:\","SUCCESS",""
"9:37:33.4626241 PM","WerFault.exe","22096","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4626521 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\System32","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: System32, 2: System32"
"9:37:33.4626703 PM","WerFault.exe","22096","CloseFile","C:\Windows","SUCCESS",""
"9:37:33.4627296 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4627532 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: ntdll.dll, 2: ntdll.dll"
"9:37:33.4627711 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64","SUCCESS",""
"9:37:33.4627977 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","AllocationSize: 1,806,336, EndOfFile: 1,805,304, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4628079 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\ntdll.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4628172 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","AllocationSize: 1,806,336, EndOfFile: 1,805,304, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4628322 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\ntdll.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4628513 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\ntdll.dll","SUCCESS",""
"9:37:33.4629509 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4630628 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4630854 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","CreationTime: 4/27/2025 6:31:21 AM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 4/27/2025 6:31:21 AM, ChangeTime: 5/11/2025 1:58:40 PM, FileAttributes: A"
"9:37:33.4630933 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\kernel32.dll","SUCCESS",""
"9:37:33.4631195 PM","WerFault.exe","22096","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4631424 PM","WerFault.exe","22096","QueryDirectory","C:\Windows","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Windows, 2: Windows"
"9:37:33.4631602 PM","WerFault.exe","22096","CloseFile","C:\","SUCCESS",""
"9:37:33.4632177 PM","WerFault.exe","22096","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
