"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"9:37:33.4937085 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\ktmw32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4937175 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\ktmw32.dll","SUCCESS","AllocationSize: 24,576, EndOfFile: 21,504, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4937320 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\ktmw32.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4937505 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\ktmw32.dll","SUCCESS",""
"9:37:33.4938357 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\DXCore.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4939431 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\DXCore.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4939647 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\DXCore.dll","SUCCESS","CreationTime: 3/28/2025 7:08:18 AM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 3/28/2025 7:08:18 AM, ChangeTime: 5/11/2025 4:22:27 AM, FileAttributes: A"
"9:37:33.4939749 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\DXCore.dll","SUCCESS",""
"9:37:33.4940040 PM","WerFault.exe","22096","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4940263 PM","WerFault.exe","22096","QueryDirectory","C:\Windows","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Windows, 2: Windows"
"9:37:33.4940434 PM","WerFault.exe","22096","CloseFile","C:\","SUCCESS",""
"9:37:33.4941028 PM","WerFault.exe","22096","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4941270 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\System32","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: System32, 2: System32"
"9:37:33.4941436 PM","WerFault.exe","22096","CloseFile","C:\Windows","SUCCESS",""
"9:37:33.4942012 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4942299 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\SysWOW64\DXCore.dll","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: DXCore.dll, 2: DXCore.dll"
"9:37:33.4942470 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64","SUCCESS",""
"9:37:33.4942786 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\DXCore.dll","SUCCESS","AllocationSize: 221,184, EndOfFile: 219,096, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4942878 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\DXCore.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4942968 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\DXCore.dll","SUCCESS","AllocationSize: 221,184, EndOfFile: 219,096, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4943105 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\DXCore.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4943286 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\DXCore.dll","SUCCESS",""
"9:37:33.4944209 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4945354 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4945511 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","CreationTime: 1/14/2025 10:34:02 PM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 1/14/2025 10:34:02 PM, ChangeTime: 5/11/2025 11:09:25 AM, FileAttributes: A"
"9:37:33.4945591 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS",""
"9:37:33.4945854 PM","WerFault.exe","22096","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4946081 PM","WerFault.exe","22096","QueryDirectory","C:\Windows","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Windows, 2: Windows"
"9:37:33.4946253 PM","WerFault.exe","22096","CloseFile","C:\","SUCCESS",""
"9:37:33.4946828 PM","WerFault.exe","22096","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4947065 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\System32","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: System32, 2: System32"
"9:37:33.4947229 PM","WerFault.exe","22096","CloseFile","C:\Windows","SUCCESS",""
"9:37:33.4947432 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","AllocationSize: 36,864, EndOfFile: 33,184, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4947584 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\cryptbase.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4947689 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","AllocationSize: 36,864, EndOfFile: 33,184, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4947832 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4948071 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS",""
"9:37:33.4949044 PM","WerFault.exe","22096","CreateFile","C:\Program Files\Metin2 TR\SpeedTreeRT.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4950171 PM","WerFault.exe","22096","CreateFile","C:\Program Files\Metin2 TR\SpeedTreeRT.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4950315 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Program Files\Metin2 TR\SpeedTreeRT.dll","SUCCESS","CreationTime: 7/14/2025 9:11:53 PM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 8/1/2016 7:42:41 AM, ChangeTime: 7/14/2025 9:05:54 PM, FileAttributes: A"
"9:37:33.4950430 PM","WerFault.exe","22096","CloseFile","C:\Program Files\Metin2 TR\SpeedTreeRT.dll","SUCCESS",""
"9:37:33.4950658 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Program Files\Metin2 TR\SpeedTreeRT.dll","SUCCESS","AllocationSize: 1,806,336, EndOfFile: 1,806,336, NumberOfLinks: 1, DeletePending: False, Directory: False"
"9:37:33.4950744 PM","WerFault.exe","22096","CreateFileMapping","C:\Program Files\Metin2 TR\SpeedTreeRT.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4950835 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Program Files\Metin2 TR\SpeedTreeRT.dll","SUCCESS","AllocationSize: 1,806,336, EndOfFile: 1,806,336, NumberOfLinks: 1, DeletePending: False, Directory: False"
"9:37:33.4950968 PM","WerFault.exe","22096","CreateFileMapping","C:\Program Files\Metin2 TR\SpeedTreeRT.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4951141 PM","WerFault.exe","22096","CloseFile","C:\Program Files\Metin2 TR\SpeedTreeRT.dll","SUCCESS",""
"9:37:33.4952039 PM","WerFault.exe","22096","CreateFile","C:\Program Files\Metin2 TR\msvcp60.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4953180 PM","WerFault.exe","22096","CreateFile","C:\Program Files\Metin2 TR\msvcp60.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4953329 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Program Files\Metin2 TR\msvcp60.dll","SUCCESS","CreationTime: 7/14/2025 9:11:53 PM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 8/1/2016 7:44:47 AM, ChangeTime: 7/14/2025 9:05:46 PM, FileAttributes: A"
"9:37:33.4953405 PM","WerFault.exe","22096","CloseFile","C:\Program Files\Metin2 TR\msvcp60.dll","SUCCESS",""
"9:37:33.4954026 PM","WerFault.exe","22096","CreateFile","C:\Program Files\Metin2 TR","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4954272 PM","WerFault.exe","22096","QueryDirectory","C:\Program Files\Metin2 TR\msvcp60.dll","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: msvcp60.dll, 2: msvcp60.dll"
"9:37:33.4954447 PM","WerFault.exe","22096","CloseFile","C:\Program Files\Metin2 TR","SUCCESS",""
"9:37:33.4954654 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Program Files\Metin2 TR\msvcp60.dll","SUCCESS","AllocationSize: 405,504, EndOfFile: 401,462, NumberOfLinks: 1, DeletePending: False, Directory: False"
"9:37:33.4954747 PM","WerFault.exe","22096","CreateFileMapping","C:\Program Files\Metin2 TR\msvcp60.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4954842 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Program Files\Metin2 TR\msvcp60.dll","SUCCESS","AllocationSize: 405,504, EndOfFile: 401,462, NumberOfLinks: 1, DeletePending: False, Directory: False"
"9:37:33.4954976 PM","WerFault.exe","22096","CreateFileMapping","C:\Program Files\Metin2 TR\msvcp60.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4955152 PM","WerFault.exe","22096","CloseFile","C:\Program Files\Metin2 TR\msvcp60.dll","SUCCESS",""
"9:37:33.4956113 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\msasn1.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4957165 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\msasn1.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4957378 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\msasn1.dll","SUCCESS","CreationTime: 1/14/2025 10:34:03 PM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 1/14/2025 10:34:03 PM, ChangeTime: 5/11/2025 11:09:54 AM, FileAttributes: A"
"9:37:33.4957453 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\msasn1.dll","SUCCESS",""
"9:37:33.4957715 PM","WerFault.exe","22096","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4957944 PM","WerFault.exe","22096","QueryDirectory","C:\Windows","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Windows, 2: Windows"
"9:37:33.4958117 PM","WerFault.exe","22096","CloseFile","C:\","SUCCESS",""
"9:37:33.4958696 PM","WerFault.exe","22096","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4958932 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\System32","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: System32, 2: System32"
"9:37:33.4959097 PM","WerFault.exe","22096","CloseFile","C:\Windows","SUCCESS",""
"9:37:33.4959674 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4959903 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\SysWOW64\msasn1.dll","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: msasn1.dll, 2: msasn1.dll"
"9:37:33.4960243 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64","SUCCESS",""
"9:37:33.4960614 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\msasn1.dll","SUCCESS","AllocationSize: 53,248, EndOfFile: 52,240, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4960714 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\msasn1.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4960866 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\msasn1.dll","SUCCESS","AllocationSize: 53,248, EndOfFile: 52,240, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4961024 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\msasn1.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4961216 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\msasn1.dll","SUCCESS",""
"9:37:33.4962121 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\directxdatabasehelper.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4963316 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\directxdatabasehelper.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4963467 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\directxdatabasehelper.dll","SUCCESS","CreationTime: 4/27/2025 6:31:17 AM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 4/27/2025 6:31:17 AM, ChangeTime: 5/11/2025 4:22:28 AM, FileAttributes: A"
"9:37:33.4963578 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\directxdatabasehelper.dll","SUCCESS",""
"9:37:33.4963872 PM","WerFault.exe","22096","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4964235 PM","WerFault.exe","22096","QueryDirectory","C:\Windows","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Windows, 2: Windows"
"9:37:33.4964514 PM","WerFault.exe","22096","CloseFile","C:\","SUCCESS",""
"9:37:33.4965598 PM","WerFault.exe","22096","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4965879 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\System32","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: System32, 2: System32"
"9:37:33.4966067 PM","WerFault.exe","22096","CloseFile","C:\Windows","SUCCESS",""
"9:37:33.4966282 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\directxdatabasehelper.dll","SUCCESS","AllocationSize: 315,392, EndOfFile: 312,024, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4966385 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\directxdatabasehelper.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4966478 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\directxdatabasehelper.dll","SUCCESS","AllocationSize: 315,392, EndOfFile: 312,024, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4966698 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\directxdatabasehelper.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4966885 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\directxdatabasehelper.dll","SUCCESS",""
"9:37:33.4967779 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4968886 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4969032 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","CreationTime: 4/27/2025 6:31:21 AM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 4/27/2025 6:31:21 AM, ChangeTime: 5/11/2025 11:09:25 AM, FileAttributes: A"
"9:37:33.4969108 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS",""
"9:37:33.4969366 PM","WerFault.exe","22096","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4969588 PM","WerFault.exe","22096","QueryDirectory","C:\Windows","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Windows, 2: Windows"
"9:37:33.4969761 PM","WerFault.exe","22096","CloseFile","C:\","SUCCESS",""
"9:37:33.4970376 PM","WerFault.exe","22096","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4970665 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\System32","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: System32, 2: System32"
"9:37:33.4970831 PM","WerFault.exe","22096","CloseFile","C:\Windows","SUCCESS",""
"9:37:33.4971036 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","AllocationSize: 73,728, EndOfFile: 71,904, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4971122 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\kernel.appcore.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4971208 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","AllocationSize: 73,728, EndOfFile: 71,904, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4971348 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4971526 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\kernel.appcore.dll","SUCCESS",""
"9:37:33.4972392 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4973548 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4973770 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","CreationTime: 4/27/2025 6:31:17 AM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 4/27/2025 6:31:17 AM, ChangeTime: 5/11/2025 1:58:51 PM, FileAttributes: A"
"9:37:33.4973847 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS",""
"9:37:33.4974103 PM","WerFault.exe","22096","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4974325 PM","WerFault.exe","22096","QueryDirectory","C:\Windows","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Windows, 2: Windows"
"9:37:33.4974499 PM","WerFault.exe","22096","CloseFile","C:\","SUCCESS",""
"9:37:33.4975085 PM","WerFault.exe","22096","CreateFile","C:\Windows","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4975315 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\System32","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: System32, 2: System32"
"9:37:33.4975517 PM","WerFault.exe","22096","CloseFile","C:\Windows","SUCCESS",""
"9:37:33.4976102 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4976452 PM","WerFault.exe","22096","QueryDirectory","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: cfgmgr32.dll, 2: cfgmgr32.dll"
"9:37:33.4976702 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64","SUCCESS",""
"9:37:33.4977046 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","AllocationSize: 270,336, EndOfFile: 268,648, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4977146 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\cfgmgr32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"9:37:33.4977242 PM","WerFault.exe","22096","QueryStandardInformationFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","AllocationSize: 270,336, EndOfFile: 268,648, NumberOfLinks: 2, DeletePending: False, Directory: False"
"9:37:33.4977386 PM","WerFault.exe","22096","CreateFileMapping","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","SyncType: SyncTypeOther"
"9:37:33.4977570 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS",""
"9:37:33.4978523 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\bcryptprimitives.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4979620 PM","WerFault.exe","22096","CreateFile","C:\Windows\SysWOW64\bcryptprimitives.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"9:37:33.4979768 PM","WerFault.exe","22096","QueryBasicInformationFile","C:\Windows\SysWOW64\bcryptprimitives.dll","SUCCESS","CreationTime: 1/29/2025 1:24:33 AM, LastAccessTime: 7/14/2025 9:37:33 PM, LastWriteTime: 1/29/2025 1:24:33 AM, ChangeTime: 5/11/2025 2:39:48 PM, FileAttributes: A"
"9:37:33.4979847 PM","WerFault.exe","22096","CloseFile","C:\Windows\SysWOW64\bcryptprimitives.dll","SUCCESS",""
"9:37:33.4980103 PM","WerFault.exe","22096","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
